ASCII Name;Population;LABEL EN;Classification
Colonia Doctor Gustavo Baz;1077;Mexico;Small City
Uspero;1077;Mexico;Small City
San Juan de la Vaqueria;1077;Mexico;Small City
San Cristobal Xochimilpa;1077;Mexico;Small City
San Isidro Palotal;1077;Mexico;Small City
San Martin Mazateopan;1077;Mexico;Small City
La Erradura;1077;Mexico;Small City
San Francisco Logueche;1077;Mexico;Small City
San Miguel Zoapan;1077;Mexico;Small City
Punta de la Vega;1077;Mexico;Small City
Nueva Frontera;1077;Mexico;Small City
San Juan Lachigalla;1077;Mexico;Small City
San Marcos;1078;Mexico;Small City
La Compania;1078;Mexico;Small City
Ojo de Agua de Crucitas;1078;Mexico;Small City
Las Brisas;1078;Mexico;Small City
Tlatilpa;1078;Mexico;Small City
La Rinconada;1078;Mexico;Small City
Acazonica;1078;Mexico;Small City
Rancho Viejo;1078;Mexico;Small City
Cerro del Murcielago;1079;Mexico;Small City
Camarones;1079;Argentina;Small City
Zilacayotitlan;1079;Mexico;Small City
Agua Azul;1079;Honduras;Small City
Melchor Ocampo;1079;Mexico;Small City
Tierra Negra;1079;Mexico;Small City
San Juanico Sector Uno;1080;Mexico;Small City
Concentracion 5 de Febrero;1080;Mexico;Small City
San Jose las Chicharras;1080;Mexico;Small City
Palos Altos;1080;Mexico;Small City
Rojas de Cuauhtemoc;1080;Mexico;Small City
Ejido el Rosario;1080;Mexico;Small City
Quetzalapa;1080;Mexico;Small City
Los Hoyos;1080;Mexico;Small City
El Roble;1080;Mexico;Small City
Alcholoa;1081;Mexico;Small City
Felipe Carrillo Puerto;1081;Mexico;Small City
San Pedro Itztla;1081;Mexico;Small City
Agua Caliente;1081;Mexico;Small City
El Carmen;1081;Mexico;Small City
El Valle de La Union;1081;Panama;Small City
El Carrizal;1081;Mexico;Small City
Ejido San Cristobal;1081;Mexico;Small City
Motovatha;1081;Mexico;Small City
Don Samuel;1081;Mexico;Small City
Martinez;1081;Mexico;Small City
El Paraiso;1081;Mexico;Small City
Alto de La Estancia;1081;Panama;Small City
General Pascual Fentes;1082;Mexico;Small City
Arbolillo;1082;Mexico;Small City
El Guante;1082;Honduras;Small City
Santiago Tlacochcalco;1082;Mexico;Small City
San Benito Encinal;1082;Mexico;Small City
San Antonio Ocopetlatlan;1082;Mexico;Small City
Tequepexpan;1082;Mexico;Small City
Guadalupe Victoria;1082;Mexico;Small City
Metlac Hernandez (Metlac Primero);1082;Mexico;Small City
Dolores Hidalgo;1082;Mexico;Small City
El Metlapil;1082;Mexico;Small City
El Cortijo;1082;Mexico;Small City
Emiliano Zapata;1082;Mexico;Small City
San Vicente;1083;Mexico;Small City
Kancabchen;1083;Mexico;Small City
Guanajuatillo;1083;Mexico;Small City
El Paracho;1083;Mexico;Small City
Escamillas;1083;Mexico;Small City
La Estrella;1083;Mexico;Small City
El Plan;1083;Mexico;Small City
El Rodeo;1083;Argentina;Small City
Esfuerzos Unidos;1083;Mexico;Small City
Guatimape;1083;Mexico;Small City
Magdalena Ocotlan;1084;Mexico;Small City
Jonotla;1084;Mexico;Small City
La Loma Cuexcontitlan;1084;Mexico;Small City
Barrio de Guadalupe del Mezquitillo;1084;Mexico;Small City
San Jose de Las Conchas;1084;Honduras;Small City
Blanquillo;1084;Uruguay;Small City
Zotoluca;1084;Mexico;Small City
Jalapita;1085;Mexico;Small City
Estacion Rosales;1085;Mexico;Small City
Chicualoque;1085;Mexico;Small City
Tecolcuautla;1085;Mexico;Small City
Santa Rosa de Lima;1085;Mexico;Small City
El Penasco;1085;Mexico;Small City
Kilometro 40;1085;Mexico;Small City
La Reforma;1085;Mexico;Small City
Paxtle;1086;Mexico;Small City
San Cristobal Honduras;1086;Mexico;Small City
Tres Bocas 1ra. Seccion;1086;Mexico;Small City
La Zumbadora;1086;Honduras;Small City
Ciudad Guzman [CERESO];1086;Mexico;Small City
Tecama;1086;Mexico;Small City
Chunchintok;1086;Mexico;Small City
Monterrey;1086;Mexico;Small City
Lomas de Tlatelolco;1086;Mexico;Small City
Ceja de Bravo;1086;Mexico;Small City
X Cabil;1087;Mexico;Small City
San Felipe Tizapa;1087;Mexico;Small City
El Terrero;1087;Honduras;Small City
Colonia Fraccionamiento el Puente;1087;Mexico;Small City
Misija;1087;Mexico;Small City
Gargantillo;1087;Mexico;Small City
Paso de la Mina 3ra. Seccion;1087;Mexico;Small City
Celmira;1087;Panama;Small City
Rancho Viejo (Rancho Nuevo de la Democracia);1087;Mexico;Small City
Palmarejo;1087;Puerto Rico;Small City
Lomas de Romero;1087;Mexico;Small City
Monte Verde;1087;Mexico;Small City
San Jeronimo Axochitlan;1088;Mexico;Small City
Bochojbo Alto;1088;Mexico;Small City
San Jose de Guaymas;1088;Mexico;Small City
Carrillo;1088;Mexico;Small City
Gordon Town;1088;Jamaica;Small City
Independencia;1088;Mexico;Small City
San Jose Manzanitos;1088;Mexico;Small City
Sain Bajo;1088;Mexico;Small City
Chihuahua;1088;Mexico;Small City
El Fortin;1088;Mexico;Small City
Machetla;1089;Mexico;Small City
San Lorenzo;1089;Mexico;Small City
San Gregorio;1089;Mexico;Small City
La Corregidora;1089;Mexico;Small City
Villa Hidalgo;1089;Mexico;Small City
El Palmar;1089;Mexico;Small City
San Pedro Taviche;1089;Mexico;Small City
El Jicaral;1089;Mexico;Small City
Estapilla;1089;Mexico;Small City
Pastoria;1089;Mexico;Small City
San Juan Daxthi;1089;Mexico;Small City
Santa Cruz Ozolotepec;1090;Mexico;Small City
Bijagua;1090;Costa Rica;Small City
San Antonio Ocotlan;1090;Mexico;Small City
El Pueblito (Garbanzal);1090;Mexico;Small City
Paso Canoas Arriba;1090;Panama;Small City
Ojo de Agua de Mendoza;1090;Mexico;Small City
Bacoachi;1090;Mexico;Small City
Costa Azul;1090;Uruguay;Small City
Nargana;1090;Panama;Small City
El Nilo;1091;Mexico;Small City
Dos Bocas;1091;Mexico;Small City
El Arenal;1091;Mexico;Small City
Ejido San Diego;1091;Mexico;Small City
Techichili;1091;Mexico;Small City
San Jose del Potrero;1091;Honduras;Small City
Santa Maria Lachixio;1091;Mexico;Small City
Pena del Panal;1091;Mexico;Small City
Chunchucmil;1091;Mexico;Small City
La Boveda;1091;Mexico;Small City
Cerro Colorado de Ocampo;1091;Mexico;Small City
Pena Blanca;1092;Mexico;Small City
El Puerto;1092;Mexico;Small City
El Gallinero;1092;Mexico;Small City
Haro;1092;Mexico;Small City
Esperanza;1092;Puerto Rico;Small City
La Concepcion;1092;Mexico;Small City
El Socorro;1092;Honduras;Small City
Nopalera;1092;Mexico;Small City
Kilometro Noventa y Nueve;1092;Mexico;Small City
Palmillas;1092;Mexico;Small City
Nicolas Blanco (San Pancho);1092;Mexico;Small City
Agua Blanca;1092;Mexico;Small City
El Cabi;1093;Mexico;Small City
Vetagrande;1093;Mexico;Small City
Juan Sarabia;1093;Mexico;Small City
Atlahuilco;1093;Mexico;Small City
Cerro Grande;1093;Honduras;Small City
Las Canas;1093;Mexico;Small City
Santiago Jicayan;1093;Mexico;Small City
Reitoca;1094;Honduras;Small City
Bacerac;1094;Mexico;Small City
La Compania;1094;Mexico;Small City
Los Aguajes;1094;Mexico;Small City
Francisco Villa;1094;Mexico;Small City
Santa Bernardina;1094;Uruguay;Small City
Piedras Coloradas;1094;Uruguay;Small City
Cuautempan;1094;Mexico;Small City
Nueva Jalapa;1094;Honduras;Small City
El Progreso;1094;Mexico;Small City
Pozuelos;1094;Mexico;Small City
Guadalupe del Monte;1094;Mexico;Small City
Valdeflores;1094;Mexico;Small City
Loma Angosta;1094;Mexico;Small City
Huepalcalco (San Miguel);1094;Mexico;Small City
Nexpan;1095;Mexico;Small City
Los Liros;1095;Mexico;Small City
Tonalixco;1095;Mexico;Small City
Ahuehueyo Primero Centro;1095;Mexico;Small City
Macapule;1095;Mexico;Small City
Sucre;1095;Colombia;Small City
San Lorenzo;1095;Mexico;Small City
Barrancas y Amate 3ra. Seccion;1095;Mexico;Small City
Apatzingan;1096;Mexico;Small City
Sanalona;1096;Mexico;Small City
Tanetze de Zaragoza;1096;Mexico;Small City
Libertad Alvaro Obregon;1096;Mexico;Small City
San Jose de Miranda;1096;Colombia;Small City
Ahuaxintitla;1096;Mexico;Small City
Tecomatan;1096;Mexico;Small City
Jose Maria Morelos;1096;Mexico;Small City
Santa Maria Tepantlali;1096;Mexico;Small City
Loza de Barrera;1096;Mexico;Small City
Veinte de Noviembre (Santa Lucia);1097;Mexico;Small City
Sisoguichi;1097;Mexico;Small City
Venustiano Carranza (Pena Blanca);1097;Mexico;Small City
Oranjestad;1097;;Small City
Los Sauces;1097;Mexico;Small City
Agua del Espino;1097;Mexico;Small City
San Jose Tenango;1097;Mexico;Small City
Manto;1098;Honduras;Small City
Chichatla;1098;Mexico;Small City
San Lucas;1098;Mexico;Small City
Vallejo (Porvenir Vallejo);1098;Mexico;Small City
Barrancas;1098;Argentina;Small City
Zacate Colorado Segundo (Fraternidad);1099;Mexico;Small City
Topaipi;1099;Colombia;Small City
Cerritos de Cardenas;1099;Mexico;Small City
Santiago Choapam;1099;Mexico;Small City
San Jose Corral Blanco;1099;Mexico;Small City
Nicolas Bravo;1099;Mexico;Small City
La Union;1099;Mexico;Small City
Granada;1100;Colombia;Small City
Bella Italia;1100;Argentina;Small City
J. Jesus Gonzalez Ortega (San Mateo);1100;Mexico;Small City
Ampliacion Tezoyuca;1100;Mexico;Small City
La Loma;1100;Mexico;Small City
Acalco;1100;Mexico;Small City
Guadalupe Calderon;1100;Mexico;Small City
San Francisco Solis;1100;Mexico;Small City
Chiquinival;1101;Mexico;Small City
Las Compuertas;1101;Mexico;Small City
Miguel Hidalgo;1101;Mexico;Small City
El Rancho;1101;Honduras;Small City
El Chocolate;1101;Mexico;Small City
El Benque;1101;Honduras;Small City
Boca del Monte;1101;Mexico;Small City
La Florida;1101;Mexico;Small City
Santiago Centro;1101;Mexico;Small City
Castamay;1101;Mexico;Small City
Valle de Angeles;1101;Honduras;Small City
Jauja;1101;Mexico;Small City
La Higuerilla (Los Lirios);1102;Mexico;Small City
Carbajales;1102;Honduras;Small City
Mesa del Huracan;1102;Mexico;Small City
Colonia Morelos;1102;Mexico;Small City
Santa Cruz;1102;Mexico;Small City
Concepcion Caro;1102;Mexico;Small City
Urique;1102;Mexico;Small City
Potrerillos;1102;Honduras;Small City
San Antonio el Llanito;1102;Mexico;Small City
Coyolito;1103;Mexico;Small City
Paseos del Valle [Fraccionamiento];1103;Mexico;Small City
Prieta;1103;Honduras;Small City
San Cristobal;1103;Mexico;Small City
Jolsibaquil;1103;Mexico;Small City
Constitucion;1103;Mexico;Small City
Residencial Arboledas;1103;Mexico;Small City
Tlacoatzintepec;1103;Mexico;Small City
La Pedrera;1104;Mexico;Small City
San Baltazar Atlimeyaya;1104;Mexico;Small City
Santa Maria Zapotitlan;1104;Mexico;Small City
Bella Vista;1104;Panama;Small City
Santa Maria Xigui;1104;Mexico;Small City
Aguas del Padre;1104;Honduras;Small City
Ocotequila;1104;Mexico;Small City
Palmillas;1104;Mexico;Small City
Los Corazones;1104;Mexico;Small City
El Salitre;1104;Mexico;Small City
Dios Padre;1104;Mexico;Small City
Colonia San Bartolome;1104;Argentina;Small City
General Alatriste (San Joaquin);1104;Mexico;Small City
Bellas Fuentes;1104;Mexico;Small City
Belisario Dominguez;1105;Mexico;Small City
Gregorio Mendez;1105;Mexico;Small City
Vicente Guerrero (San Javier);1105;Mexico;Small City
Mora Villalobos;1105;Mexico;Small City
Yaruchel;1105;Honduras;Small City
Xococapa;1105;Mexico;Small City
Los Reyes Acatlixhuayan;1105;Mexico;Small City
Fraccionamiento Privadas del Sol;1105;Mexico;Small City
La Enea;1105;Panama;Small City
Pueblo Viejo;1105;Mexico;Small City
Tzinil;1106;Mexico;Small City
San Luis de Agua Caliente;1106;Mexico;Small City
Tierra Colorada;1106;Mexico;Small City
San Miguel la Sardina;1106;Mexico;Small City
El Fresno;1107;Mexico;Small City
Luis Espinoza;1107;Mexico;Small City
Santiago;1107;Mexico;Small City
Jose Narciso Rovirosa;1107;Mexico;Small City
Dolores;1107;Honduras;Small City
Ojo de Agua;1107;Mexico;Small City
Quamila;1107;Mexico;Small City
Arvenza Uno;1107;Mexico;Small City
Colonia 3 de Mayo;1107;Mexico;Small City
San Jose de la Paz;1107;Mexico;Small City
Jamalteca;1107;Honduras;Small City
La Soledad;1107;Mexico;Small City
San Miguel Aguacomulican;1107;Mexico;Small City
Coixtlahuaca;1107;Mexico;Small City
La Floresta;1107;Uruguay;Small City
Cuauhtamazaco;1107;Mexico;Small City
Coyomeapan;1108;Mexico;Small City
Chaguani;1108;Colombia;Small City
Zapote de Palomas;1108;Mexico;Small City
Los Conos;1108;Mexico;Small City
Lo de Jesus (Campo Romero);1108;Mexico;Small City
Bufalo;1108;Puerto Rico;Small City
Llano de Agua;1108;Mexico;Small City
Yaganiza;1108;Mexico;Small City
Alista;1108;Mexico;Small City
Sierra Papacal;1108;Mexico;Small City
Pueblo Nuevo;1109;Panama;Small City
El Paraiso (La Charca);1109;Mexico;Small City
Zelocotitlan;1109;Mexico;Small City
Sabanas de Xalostoc;1109;Mexico;Small City
San Jose Yashitinin;1109;Mexico;Small City
Alberto Carrera Torres;1109;Mexico;Small City
Tenampulco;1109;Mexico;Small City
Texcatitlan;1110;Mexico;Small City
Rincon de Barrabas;1110;Mexico;Small City
Yecapixteca;1110;Mexico;Small City
Los Anastacios;1110;Panama;Small City
Santiago Huaxolotipac;1110;Mexico;Small City
Los Pozos;1110;Mexico;Small City
La Trinidad;1110;Mexico;Small City
Xul;1110;Mexico;Small City
Tazaquil;1110;Mexico;Small City
Yerbabuena;1110;Mexico;Small City
San Luis de Planes;1111;Honduras;Small City
Barra de Cazones;1111;Mexico;Small City
Santa Catarina;1111;Mexico;Small City
La Esmeralda;1111;Mexico;Small City
Santa Maria;1111;Mexico;Small City
Dieciocho de Marzo;1111;Mexico;Small City
Paso Morelos;1111;Mexico;Small City
Ejidal;1111;Mexico;Small City
Santiaguito (Santiaguito de Velazquez);1111;Mexico;Small City
Silca;1112;Honduras;Small City
Trapiche Viejo;1112;Mexico;Small City
Siogui Arriba;1112;Panama;Small City
Jomanichim;1112;Mexico;Small City
Ortiz;1112;Mexico;Small City
La Entrada;1112;Dominican Republic;Small City
La Laguna;1112;Mexico;Small City
Ocotlamanic;1112;Mexico;Small City
Chapallal Grande;1112;Mexico;Small City
Jitonhueca;1112;Mexico;Small City
El Salitre;1113;Mexico;Small City
Miguel Utrilla (Los Chorros);1113;Mexico;Small City
La Palma;1113;Mexico;Small City
Ojo de Agua de Moran;1113;Mexico;Small City
San Jose del Rodeo;1113;Mexico;Small City
San Antonio Arrazola;1113;Mexico;Small City
El Varal;1113;Mexico;Small City
San Marcos Eloxochitlan;1113;Mexico;Small City
Chinavita;1113;Colombia;Small City
El Espino de Santa Rosa;1113;Panama;Small City
El Bellote (Miguel de la Madrid);1113;Mexico;Small City
De Parral;1114;Mexico;Small City
Texcatepec;1114;Mexico;Small City
Fraccionamiento Villas de Guanajuato;1114;Mexico;Small City
Pathe;1114;Mexico;Small City
Jaltiche de Arriba;1114;Mexico;Small City
Barrio el Boncho;1114;Mexico;Small City
Apapataro;1114;Mexico;Small City
Piedra Labrada;1115;Mexico;Small City
Quezailica;1115;Honduras;Small City
Santa Fe y la Mar;1115;Mexico;Small City
Zapotanito;1116;Mexico;Small City
Ojite Rancho Nuevo;1116;Mexico;Small City
Las Mieleras;1116;Mexico;Small City
Nueva Palestina;1116;Mexico;Small City
Los Benitos;1116;Mexico;Small City
San Carlos;1116;Mexico;Small City
Calzada del Tepozan;1116;Mexico;Small City
Molino de Camou;1116;Mexico;Small City
Las Trancas;1116;Mexico;Small City
San Felipe Sultepec;1117;Mexico;Small City
San Miguel del Milagro;1117;Mexico;Small City
Las Animas;1117;Honduras;Small City
Barranca de Otates (Barranca de Otatan);1117;Mexico;Small City
Elias;1117;Colombia;Small City
Teguajinal;1117;Honduras;Small City
La Planada (El Arenal);1117;Mexico;Small City
Nogales;1117;Mexico;Small City
Santa Cruz;1118;Mexico;Small City
Santo Tomas Jalieza;1118;Mexico;Small City
San Antonio de los Tepetates;1118;Mexico;Small City
Santa Teresa;1118;Mexico;Small City
Pampanal de Bolivar;1118;Ecuador;Small City
Colonia Padre Hidalgo;1118;Mexico;Small City
Los Divorciados;1118;Mexico;Small City
El Recreo;1118;Mexico;Small City
San Felix Rijo;1118;Mexico;Small City
San Juan Jaltepec;1118;Mexico;Small City
Charapendo;1118;Mexico;Small City
San Felipe Tilpam;1118;Mexico;Small City
Ojo de Agua;1119;Mexico;Small City
Jiquilpan (Estacion Bonanza);1119;Mexico;Small City
Zoyatlan;1119;Mexico;Small City
San Pedro Denxhi Centro;1119;Mexico;Small City
Rancho Viejo;1119;Mexico;Small City
Moore Town;1119;Jamaica;Small City
Valle de Juarez;1119;Mexico;Small City
Celayita;1119;Mexico;Small City
Nexticapan;1119;Mexico;Small City
Nuevo Naranjo;1119;Mexico;Small City
Palmar Grande;1120;Mexico;Small City
Encinal Colorado;1120;Mexico;Small City
Mesillas;1120;Mexico;Small City
El Ejido;1120;Panama;Small City
Lacapan Camallagne;1120;Mexico;Small City
San Carlos;1120;Mexico;Small City
Tierras Coloradas (San Pedro);1120;Mexico;Small City
Emiliano Zapata (Casahuates);1120;Mexico;Small City
San Andres Chicahuaxtla;1120;Mexico;Small City
Los Arquitos;1120;Mexico;Small City
El Blanco;1120;Mexico;Small City
San Marcos de la Cruz;1121;Mexico;Small City
Doxteje Centro;1121;Mexico;Small City
Progreso;1121;Mexico;Small City
Tentic;1121;Mexico;Small City
General Lauro G. Caloca (El Rascon);1121;Mexico;Small City
El Tablon;1121;Honduras;Small City
Seccion del Cerrito;1121;Mexico;Small City
Jose Esteban Coronado;1121;Mexico;Small City
Tulillos de Abajo;1121;Mexico;Small City
Piedras de Lumbre;1121;Mexico;Small City
Lamboglia;1121;Puerto Rico;Small City
La Pendencia;1121;Mexico;Small City
Doxteje Centro;1121;Mexico;Small City
El Bajio;1122;Mexico;Small City
Tzicatlan;1122;Mexico;Small City
Galan;1122;Colombia;Small City
Tupambae;1122;Uruguay;Small City
Ahuexotitlan;1122;Mexico;Small City
Cerro Quemado;1122;Mexico;Small City
San Pedro Coyutla;1123;Mexico;Small City
Ejido la Pina (Maromilla);1123;Mexico;Small City
Patambo;1123;Mexico;Small City
Canton Rancho Nuevo;1123;Mexico;Small City
Taretan;1123;Mexico;Small City
Santa Cruz Otlatla;1123;Mexico;Small City
Ejido Zaragoza;1123;Mexico;Small City
Agua Senora;1123;Mexico;Small City
El Lindero;1123;Mexico;Small City
Estacion la Piedad;1123;Mexico;Small City
Hampolol;1123;Mexico;Small City
Atzala;1123;Mexico;Small City
Medias Aguas;1123;Mexico;Small City
Teocalco;1123;Mexico;Small City
Villa Soriano;1124;Uruguay;Small City
Maxtleca de Galeana;1124;Mexico;Small City
Santiago Oxthoc;1124;Mexico;Small City
Octavio Paz;1124;Mexico;Small City
Carmen Yalchuch;1124;Mexico;Small City
Zihuateutla;1124;Mexico;Small City
Sinapan;1125;Mexico;Small City
Rio Verde;1125;Mexico;Small City
Las Cuevas;1125;Mexico;Small City
Valle de Vazquez;1125;Mexico;Small City
Caxitepec;1125;Mexico;Small City
Zapote de Cestao;1125;Mexico;Small City
San Francisco de Tacuichamona;1125;Mexico;Small City
Zapotan;1125;Mexico;Small City
Temango;1125;Mexico;Small City
Betania;1125;Mexico;Small City
Santa Catarina Otzolotepec;1126;Mexico;Small City
San Jose;1126;Mexico;Small City
Alvaro Obregon;1126;Mexico;Small City
Chulum Cardenas;1126;Mexico;Small City
Melchor Ocampo;1126;Mexico;Small City
Ameluca;1126;Mexico;Small City
San Isidro;1126;Mexico;Small City
Santa Ana;1126;Mexico;Small City
San Nicolas el Chico;1126;Mexico;Small City
Ignacio Zaragoza;1127;Mexico;Small City
Zamora;1127;Mexico;Small City
El Palmar Grande;1127;Mexico;Small City
Kinil;1127;Mexico;Small City
Aldea San Antonio;1127;Argentina;Small City
Santa Cruz Acatepec;1127;Mexico;Small City
La Concepcion (La Concha);1127;Mexico;Small City
Floresta;1127;Colombia;Small City
General Juan Jose Baz (San Jose del Corral);1127;Mexico;Small City
Montana Monarca (Punta Altozano);1128;Mexico;Small City
San Antonio la Labor;1128;Mexico;Small City
Los Garcias;1129;Mexico;Small City
El Cano;1129;Panama;Small City
Huejotitan;1129;Mexico;Small City
San Jose Cuyachapa;1129;Mexico;Small City
Las Pilas;1129;Mexico;Small City
Cuapaxtitla;1129;Mexico;Small City
La Albarrada (San Francisco la Albarrada);1129;Mexico;Small City
San Antonio Tariacuri;1129;Mexico;Small City
Coatepec Costales;1130;Mexico;Small City
Estacion Tamuin;1130;Mexico;Small City
Barrio de Boyecha;1130;Mexico;Small City
Nuevo Xcan;1130;Mexico;Small City
El Cuitzillo Grande;1130;Mexico;Small City
San Joaquin;1130;Honduras;Small City
Abelardo L. Rodriguez;1130;Mexico;Small City
San Vicente Palapa;1130;Mexico;Small City
Quebrada;1130;Puerto Rico;Small City
Turuachi;1131;Mexico;Small City
Cerrito de Jaral;1131;Mexico;Small City
Tenjay;1131;Mexico;Small City
Laguna Seca;1131;Honduras;Small City
Laborie;1131;Saint Lucia;Small City
Honey;1131;Mexico;Small City
La Guadalupana;1131;Mexico;Small City
Buenos Aires;1131;Honduras;Small City
Paseos de la Pradera;1131;Mexico;Small City
San Simon;1131;Mexico;Small City
Omoa;1131;Mexico;Small City
San Isidro de Gamboa;1131;Mexico;Small City
Cinco de Febrero;1131;Mexico;Small City
Xiloxochico de Rafael Avila Camacho;1131;Mexico;Small City
Congregacion Reforma;1132;Mexico;Small City
La Unidad Huitzizilapan;1132;Mexico;Small City
Parcelas Penuelas;1132;Puerto Rico;Small City
Los Naranjos;1132;Mexico;Small City
Francisco Ibarra Ramos;1132;Mexico;Small City
San Andres;1132;Mexico;Small City
Concepcion;1133;Mexico;Small City
El Copal;1133;Mexico;Small City
Rafael Pascacio Gamboa;1133;Mexico;Small City
Colonia la Central;1133;Mexico;Small City
Los Alamos;1133;Mexico;Small City
Peralta;1134;Mexico;Small City
La Concepcion;1134;Mexico;Small City
Salitrillo;1134;Mexico;Small City
San Jose Piedras Negras;1135;Mexico;Small City
La Paz;1135;Colombia;Small City
Las Golondrinas [Fraccionamiento];1135;Mexico;Small City
Aquiles Serdan;1135;Mexico;Small City
Martires;1135;Argentina;Small City
Loma de Guamuchil;1135;Mexico;Small City
Xochitepec;1135;Mexico;Small City
El Palmarcito;1135;Mexico;Small City
Pueblo Centenario;1136;Uruguay;Small City
Aurora Ermita;1136;Mexico;Small City
Santos Reyes Tepejillo;1136;Mexico;Small City
Los Naranjos Esquipulas;1136;Mexico;Small City
Puerta del Monte;1136;Mexico;Small City
Cantinela;1136;Mexico;Small City
Otates;1136;Mexico;Small City
Coyahualco;1136;Mexico;Small City
Santa Elena;1137;Paraguay;Small City
San Miguel Figueroa;1137;Mexico;Small City
Arroyo Palenque;1137;Mexico;Small City
El Progreso;1137;Mexico;Small City
Ixcatla;1137;Mexico;Small City
Citala;1137;Mexico;Small City
San Jose del Caliche (El Caliche);1138;Mexico;Small City
Colonia Rincon Villa del Valle;1138;Mexico;Small City
Colonia La Tordilla;1138;Argentina;Small City
Santa Clara;1138;Puerto Rico;Small City
Viborillas;1138;Mexico;Small City
Laguneta;1139;Mexico;Small City
Guataqui;1139;Colombia;Small City
Ahuacatlan;1139;Mexico;Small City
Pechucalco;1139;Mexico;Small City
Italo;1139;Argentina;Small City
La Bueso;1139;Honduras;Small City
Dotegiare;1139;Mexico;Small City
Guadalupe de Lerma;1140;Mexico;Small City
Chimalpa Viejo;1140;Mexico;Small City
San Ignacio;1140;Mexico;Small City
Las Tejeras;1140;Honduras;Small City
Fulgencio Yegros;1140;Paraguay;Small City
La Cesira;1140;Argentina;Small City
Chachahuantla;1140;Mexico;Small City
Pastelera;1140;Mexico;Small City
San Diego de Alcala;1140;Mexico;Small City
Cabuyaro;1140;Colombia;Small City
Estacion de San Francisco;1140;Mexico;Small City
La Parguera;1141;Puerto Rico;Small City
Zacatal;1141;Mexico;Small City
Palizada;1141;Mexico;Small City
El Perico;1141;Honduras;Small City
El Mango;1141;Mexico;Small City
San Martin Pachivia (Pachivia);1141;Mexico;Small City
Los Sauces;1141;Mexico;Small City
El Triunfo 1ra. Seccion (Cardona);1141;Mexico;Small City
Congregacion Calles;1142;Mexico;Small City
El Consuelo;1142;Mexico;Small City
Cajonos;1142;Mexico;Small City
Constitucion;1142;Mexico;Small City
Macvilho;1142;Mexico;Small City
Santa Rosa Abata;1142;Mexico;Small City
Churuquita Chiquita;1142;Panama;Small City
Villa Elisa;1143;Dominican Republic;Small City
Sierra de Agua;1143;Mexico;Small City
Guandaro;1143;Mexico;Small City
Jamaica;1143;Mexico;Small City
Jose Maria Morelos y Pavon;1143;Mexico;Small City
Curimeo;1143;Mexico;Small City
Chimhucum;1143;Mexico;Small City
San Lorenzo Itzicuaro;1143;Mexico;Small City
Maripi;1143;Colombia;Small City
Los Hucuares;1144;Mexico;Small City
La Palma;1144;Panama;Small City
Colonia Morelos de Guadalupe de Rivera;1144;Mexico;Small City
Los Angeles;1144;Mexico;Small City
Granados;1144;Mexico;Small City
Santa Barbara;1144;Mexico;Small City
La Soledad;1144;Mexico;Small City
Zumpango;1144;Mexico;Small City
El Habal;1144;Mexico;Small City
Colonia el Pirame;1144;Mexico;Small City
Coyoles Central;1144;Honduras;Small City
Nigromante;1144;Mexico;Small City
San Juan Tezongo;1144;Mexico;Small City
Palmira;1144;Panama;Small City
Dolores;1144;Mexico;Small City
Ocampo;1145;Mexico;Small City
Barrio de San Miguel;1145;Mexico;Small City
El Chimbo;1145;Honduras;Small City
El Barrido;1145;Mexico;Small City
Sumidero;1145;Puerto Rico;Small City
Casa de Cerros;1145;Mexico;Small City
San Miguel el Grande;1145;Mexico;Small City
Saladero;1145;Mexico;Small City
Colinas del Sol;1145;Mexico;Small City
San German;1146;Mexico;Small City
Los Caminos;1146;Honduras;Small City
Etucuaro;1146;Mexico;Small City
Paraje Montero (Paraje Montero de Zaragoza);1146;Mexico;Small City
Ex-Hacienda de Guadalupe;1146;Mexico;Small City
Ojos de Agua;1146;Honduras;Small City
Loma Bonita;1146;Mexico;Small City
Saltillo;1146;Mexico;Small City
Maria Chiquita;1146;Panama;Small City
Mezquital del Oro;1147;Mexico;Small City
La Competencia;1147;Mexico;Small City
Guadalupe Victoria;1147;Mexico;Small City
El Ojuelo;1147;Mexico;Small City
Las Mercedes [Agropecuaria];1147;Mexico;Small City
El Huajote;1147;Mexico;Small City
El Rincon de los Perales;1147;Mexico;Small City
Santa Ana Coatepec;1147;Mexico;Small City
La Guadalupe;1147;Mexico;Small City
La Presita;1147;Mexico;Small City
Pueblo Nuevo;1147;Mexico;Small City
San Cristobal Chacon;1147;Mexico;Small City
San Gabriel y San Ignacio;1147;Mexico;Small City
Reforma;1148;Mexico;Small City
Aztlan;1148;Mexico;Small City
El Ahuacate;1148;Mexico;Small City
Chipahuatlan;1148;Mexico;Small City
Rio Seco 2da. Seccion (Santiaguito);1148;Mexico;Small City
Acahuizotla;1148;Mexico;Small City
Tijeras;1148;Panama;Small City
Yutanduchi de Guerrero;1148;Mexico;Small City
Pueblo Sequeira;1149;Uruguay;Small City
La Guadalupe;1149;Mexico;Small City
San Jose del Torreon;1149;Mexico;Small City
Ahuehuepan;1149;Mexico;Small City
Alaquines;1149;Mexico;Small City
La Isla (Kilometro 10);1149;Mexico;Small City
San Agustin de las Flores;1149;Mexico;Small City
Mesa Grande;1149;Mexico;Small City
Yaxcopoil;1149;Mexico;Small City
